text,distress,framing,tension,is_labelled,household_relevance_score
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.8547
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.6764
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.6417
"Struggling with the $1,093.03 balance? We have payment plans available.",1,supportive,0,1,0.7062
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.6259
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.8793
Immediate Action Required: Suspicious activity detected at Apple.,1,urgent,1,1,0.9894
Payment failed: Invalid account number.,1,direct,1,1,0.773
Login failed: Too many attempts.,1,direct,1,1,0.7233
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.9239
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.7408
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5407
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4163
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.7892
Whoo-hoo! Your tax refund of $416.03 has arrived.,0,celebratory,0,1,0.83
Verification code sent to your mobile device.,0,direct,0,1,0.5118
"Direct Deposit of $2,851.17 received.",0,direct,0,1,0.4911
"Merchant refund of $3,931.44 processed.",0,direct,0,1,0.5551
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4943
Paper statement fee of $39.00 applied.,1,direct,1,1,0.8373
Your request for a credit limit increase was denied.,1,direct,1,1,0.7412
Protect your family's future with these life insurance options.,0,supportive,0,1,0.7778
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5739
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.5299
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.8124
"Your payment of $1,201.20 was returned unpaid.",1,direct,1,1,0.7305
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.4671
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.7306
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.9005
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.4724
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.7394
Your credit score has been updated.,0,direct,0,1,0.6594
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.6888
"Alert: A charge of $2,799.56 at Uber was declined.",1,urgent,1,1,0.8589
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.6857
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.8754
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.8172
You have 3 days left in your billing cycle.,0,direct,0,1,0.461
Final Notice: Payment of $565.41 is 60 days overdue.,1,urgent,1,1,0.9501
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.641
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.7938
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.9363
Protect your family's future with these life insurance options.,0,supportive,0,1,0.7384
"Second Notice: Past due amount of $4,275.95 must be paid by Jan 13.",1,urgent,1,1,0.9886
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4894
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.5322
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.5792
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.692
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.7357
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.9078
We have refreshed the look of your dashboard.,0,gentle,0,1,0.665
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.6759
"Reward Unlocked: You earned $1,963.60 in cash back this month.",0,celebratory,0,1,0.7609
Your new debit card has been shipped.,0,direct,0,1,0.683
Urgent: Your account is overdrawn by $662.56. Immediate deposit required.,1,urgent,1,1,0.9775
"Reminder: You have $1,164.47 in unused rewards points.",0,gentle,0,1,0.5518
Verification code sent to your mobile device.,0,direct,0,1,0.4145
Please check your inbox for a message about your account.,0,gentle,0,1,0.6771
Payment failed: Invalid account number.,1,direct,1,1,0.8221
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.8326
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.834
Maximize your cashback by using your card at Whole Foods this week.,0,supportive,0,1,0.5405
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.6517
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6603
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.9492
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.7543
"Reminder: You have $3,765.22 in unused rewards points.",0,gentle,0,1,0.6015
Let's work together to get your account back in good standing.,1,supportive,0,1,0.7597
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.8061
"Autopay scheduled for Jan 7 in the amount of $2,121.16.",0,direct,0,1,0.5228
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6658
"Final Notice: Payment of $1,457.57 is 60 days overdue.",1,urgent,1,1,0.9958
You have 3 days left in your billing cycle.,0,direct,0,1,0.5124
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.7582
"Hi there, your e-statement is now available.",0,gentle,0,1,0.69
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.8074
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.8046
Subscription renewal failed for Amazon.,1,direct,1,1,0.926
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.441
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.6306
Your request for a credit limit increase was denied.,1,direct,1,1,0.8214
"Transaction confirmation: You spent $2,849.15 at Spotify.",0,direct,0,1,0.4299
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.4707
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.4291
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.8687
"ATM withdrawal of $1,395.09 was successful.",0,direct,0,1,0.4125
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.5656
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5503
Save time by setting up automatic transfers.,0,supportive,0,1,0.7537
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6046
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.7269
Amazing! Your net worth increased by 5% this quarter.,0,celebratory,0,1,0.8061
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.6808
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.446
Important: Your promotional APR is expiring. Balances will now accrue interest.,1,urgent,1,1,0.873
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.7966
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.5564
"Based on your spending, you could save $3,284.93 by switching plans.",0,supportive,0,1,0.6777
Card 9586 activated successfully.,0,direct,0,1,0.693
Save time by setting up automatic transfers.,0,supportive,0,1,0.6026
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.6548
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.7825
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.8025
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.6535
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.9699
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.9084
"Payment of $2,310.78 received on Feb 9.",0,direct,0,1,0.5776
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4823
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.6146
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.8558
"Direct Deposit of $1,498.87 received.",0,direct,0,1,0.4183
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.9397
Your new debit card has been shipped.,0,direct,0,1,0.6462
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.592
Maximize your cashback by using your card at Costco this week.,0,supportive,0,1,0.6109
Overdraft Notice: You have been charged a $9.99 insufficiency fee.,1,urgent,1,1,0.8645
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.8295
Notice of adverse action regarding your application.,1,direct,1,1,0.9126
"Great job! You spent $2,641.76 less on dining out this week.",0,celebratory,0,1,0.6147
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6307
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5783
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.567
Your weekly summary is ready for review.,0,gentle,0,1,0.4506
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6546
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.8894
We have refreshed the look of your dashboard.,0,gentle,0,1,0.4956
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6858
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6784
Check #2074 has cleared.,0,direct,0,1,0.6352
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4433
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.5625
ATM withdrawal of $999.62 was successful.,0,direct,0,1,0.6323
Your credit score has been updated.,0,direct,0,1,0.4607
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.8627
We noticed the late fee on your account. Let's see if we can waive it.,1,supportive,0,1,0.7642
Your contact information has been successfully updated.,0,direct,0,1,0.6694
"Great job! You spent $1,351.78 less on dining out this week.",0,celebratory,0,1,0.6172
Maximize your cashback by using your card at Target this week.,0,supportive,0,1,0.6658
Notice of adverse action regarding your application.,1,direct,1,1,0.9183
We noticed you shop at Amazon. Here is a 5% coupon for you.,0,supportive,0,1,0.7874
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.8021
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.6566
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.5381
You have exceeded your monthly transfer limit.,1,direct,1,1,0.9284
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5536
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8266
"Please contact us immediately regarding your outstanding debt of $1,512.72.",1,urgent,1,1,0.9514
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.8275
Let's work together to get your account back in good standing.,1,supportive,0,1,0.756
Your new debit card has been shipped.,0,direct,0,1,0.5792
"Great job! You spent $4,356.21 less on dining out this week.",0,celebratory,0,1,0.791
Notice of adverse action regarding your application.,1,direct,1,1,0.9051
"Based on your spending, you could save $1,597.06 by switching plans.",0,supportive,0,1,0.6297
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5899
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6679
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8085
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.5937
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6671
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7426
"Second Notice: Past due amount of $2,205.85 must be paid by Mar 13.",1,urgent,1,1,0.8647
"Big win: Your investment portfolio is up by $2,704.23.",0,celebratory,0,1,0.8499
Please check your inbox for a message about your account.,0,gentle,0,1,0.5048
Final Reminder: Renew your subscription or lose access today.,1,urgent,1,1,0.9431
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5952
Your weekly summary is ready for review.,0,gentle,0,1,0.5332
You have 3 days left in your billing cycle.,0,direct,0,1,0.5511
Overdraft Notice: You have been charged a $39.00 insufficiency fee.,1,urgent,1,1,0.9567
Immediate Action Required: Suspicious activity detected at Shell.,1,urgent,1,1,0.8823
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.4518
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.8227
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.9586
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.7749
Your credit card ending in 8594 has been suspended due to missed payments.,1,urgent,1,1,0.9372
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5129
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.851
Your credit score has been updated.,0,direct,0,1,0.6604
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.6832
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.7631
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.6432
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.6717
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.9428
Please check your inbox for a message about your account.,0,gentle,0,1,0.495
Reminder: You have $660.83 in unused rewards points.,0,gentle,0,1,0.6282
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.6908
Your monthly statement for October is available.,0,direct,0,1,0.4664
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5282
"Reminder: You have $2,028.72 in unused rewards points.",0,gentle,0,1,0.5806
Congratulations on your loan approval!,0,celebratory,0,1,0.6479
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.5936
"Payment of $1,533.76 received on Mar 17.",0,direct,0,1,0.6651
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6686
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6932
"Reminder: You have $1,542.89 in unused rewards points.",0,gentle,0,1,0.5736
"Wire transfer of $1,452.30 could not be completed.",1,direct,1,1,0.7167
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7509
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6154
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.7683
Verification code sent to your mobile device.,0,direct,0,1,0.6704
We noticed you shop at Costco. Here is a 5% coupon for you.,0,supportive,0,1,0.7467
Your credit score has been updated.,0,direct,0,1,0.5934
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.8612
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.6183
We curated some investment articles just for you.,0,supportive,0,1,0.7623
Check #8723 has cleared.,0,direct,0,1,0.4679
A late fee of $35.00 has been charged to your account.,1,direct,1,1,0.7888
We curated some investment articles just for you.,0,supportive,0,1,0.7521
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7156
"Direct Deposit of $2,163.25 received.",0,direct,0,1,0.63
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6195
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.5717
Great job! You spent $132.30 less on dining out this week.,0,celebratory,0,1,0.8849
Immediate Action Required: Suspicious activity detected at Uber.,1,urgent,1,1,0.8653
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6238
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.6
"Payment of $3,185.97 received on Apr 6.",0,direct,0,1,0.6002
Login failed: Too many attempts.,1,direct,1,1,0.8394
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.7889
Let's work together to get your account back in good standing.,1,supportive,0,1,0.9061
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.5153
"Don't forget, your card expires next month.",0,gentle,0,1,0.6808
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.6391
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6411
Protect your family's future with these life insurance options.,0,supportive,0,1,0.628
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6007
You have exceeded your monthly transfer limit.,1,direct,1,1,0.7839
A late fee of $35.00 has been charged to your account.,1,direct,1,1,0.7814
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.6784
Your recurring payment to Spotify is coming up soon.,0,gentle,0,1,0.5959
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.5683
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.9374
Your monthly statement for October is available.,0,direct,0,1,0.5766
"Hi there, your e-statement is now available.",0,gentle,0,1,0.4603
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.4283
We have refreshed the look of your dashboard.,0,gentle,0,1,0.4851
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.9438
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.6163
"Please contact us immediately regarding your outstanding debt of $1,183.86.",1,urgent,1,1,0.9903
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.8137
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.7309
"Autopay scheduled for Jan 7 in the amount of $1,790.90.",0,direct,0,1,0.517
Login failed: Too many attempts.,1,direct,1,1,0.8521
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.9313
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.5622
Please check your inbox for a message about your account.,0,gentle,0,1,0.6729
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6798
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.6336
Payment failed: Invalid account number.,1,direct,1,1,0.7413
Your dispute regarding the $866.75 charge was resolved in favor of the merchant.,1,direct,1,1,0.8252
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.5508
We noticed you shop at Apple. Here is a 5% coupon for you.,0,supportive,0,1,0.6459
Overdraft Notice: You have been charged a $35.00 insufficiency fee.,1,urgent,1,1,0.9122
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.5629
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.6679
A late fee of $39.00 has been charged to your account.,1,direct,1,1,0.7549
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5503
"Your recurring transfer of $1,400.08 is scheduled for tomorrow.",0,direct,0,1,0.4045
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6467
International transaction fee of $2.50 charged.,1,direct,1,1,0.7346
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4201
Please check your inbox for a message about your account.,0,gentle,0,1,0.6914
We curated some investment articles just for you.,0,supportive,0,1,0.5468
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5147
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.5381
Need more time? You can skip this month's payment.,1,supportive,0,1,0.9055
Your monthly statement for October is available.,0,direct,0,1,0.4332
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4479
"Your payment of $2,501.60 was returned unpaid.",1,direct,1,1,0.8807
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9146
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.6447
Unexpected expenses happen. We can defer your payment for 30 days.,1,supportive,0,1,0.7608
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.6685
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.9149
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.8837
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.4324
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4055
Your new debit card has been shipped.,0,direct,0,1,0.5137
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.6302
"Merchant refund of $3,772.65 processed.",0,direct,0,1,0.5359
Let's work together to get your account back in good standing.,1,supportive,0,1,0.885
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.7801
Save time by setting up automatic transfers.,0,supportive,0,1,0.577
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6264
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.7985
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.7614
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.6091
Merchant refund of $744.60 processed.,0,direct,0,1,0.4558
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.5259
We are here to help. Click here to review hardship options.,1,supportive,0,1,0.923
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5996
A little reminder to check your monthly budget.,0,gentle,0,1,0.4082
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.669
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.6494
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.7327
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.855
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4826
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5361
Please check your inbox for a message about your account.,0,gentle,0,1,0.4546
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.6541
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.8533
We noticed the late fee on your account. Let's see if we can waive it.,1,supportive,0,1,0.7146
Second Notice: Past due amount of $956.72 must be paid by Jan 5.,1,urgent,1,1,0.8833
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.802
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.4789
"Payment of $3,504.77 received on Mar 21.",0,direct,0,1,0.5703
"Please contact us immediately regarding your outstanding debt of $2,614.66.",1,urgent,1,1,0.9946
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.4068
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5794
Your recurring payment to Amazon is coming up soon.,0,gentle,0,1,0.669
Need more time? You can skip this month's payment.,1,supportive,0,1,0.7812
Overdraft Notice: You have been charged a $9.99 insufficiency fee.,1,urgent,1,1,0.9917
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.7454
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.8474
"Wire transfer of $1,271.16 could not be completed.",1,direct,1,1,0.7283
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.6721
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.6603
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5535
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9199
Your contact information has been successfully updated.,0,direct,0,1,0.4657
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.766
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.412
Check #3724 has cleared.,0,direct,0,1,0.4227
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.7307
Your monthly statement for October is available.,0,direct,0,1,0.4008
We curated some investment articles just for you.,0,supportive,0,1,0.5277
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.5342
You have 3 days left in your billing cycle.,0,direct,0,1,0.5475
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.8749
Your new debit card has been shipped.,0,direct,0,1,0.6496
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.563
Profile update: Email address changed.,0,direct,0,1,0.555
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.8721
Your credit score has been updated.,0,direct,0,1,0.4041
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.7248
Your request for a credit limit increase was denied.,1,direct,1,1,0.8305
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7656
"Big win: Your investment portfolio is up by $1,339.50.",0,celebratory,0,1,0.7538
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.8842
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.7732
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.9721
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.5821
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.72
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.5967
"Payment of $4,088.58 received on Apr 28.",0,direct,0,1,0.5469
Login failed: Too many attempts.,1,direct,1,1,0.7718
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.5571
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5491
Subscription renewal failed for Netflix.,1,direct,1,1,0.7987
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5149
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.9181
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8415
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5754
Your contact information has been successfully updated.,0,direct,0,1,0.4678
Please check your inbox for a message about your account.,0,gentle,0,1,0.6219
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9414
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.6062
Reminder: You have $307.66 in unused rewards points.,0,gentle,0,1,0.5317
Your monthly statement for October is available.,0,direct,0,1,0.6662
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.4251
A quick note: We have updated our branch hours.,0,gentle,0,1,0.425
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.602
Merchant refund of $864.90 processed.,0,direct,0,1,0.5576
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.5478
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.9072
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6059
"ATM withdrawal of $2,372.58 was successful.",0,direct,0,1,0.6576
Banking Alert: Your spending limit has been reached.,1,urgent,1,1,0.9075
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8198
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6392
Great job! You spent $676.87 less on dining out this week.,0,celebratory,0,1,0.7119
International transaction fee of $35.00 charged.,1,direct,1,1,0.7301
International transaction fee of $35.00 charged.,1,direct,1,1,0.7553
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.5968
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.9246
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.8134
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.904
"Reminder: You have $2,259.86 in unused rewards points.",0,gentle,0,1,0.4888
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9366
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.9363
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.4396
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.7819
Congratulations on your loan approval!,0,celebratory,0,1,0.8709
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.5551
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.9033
Notice of adverse action regarding your application.,1,direct,1,1,0.8979
Immediate Action Required: Suspicious activity detected at Costco.,1,urgent,1,1,0.957
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.5175
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.8269
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.7384
Your credit card ending in 7488 has been suspended due to missed payments.,1,urgent,1,1,0.9318
Your weekly summary is ready for review.,0,gentle,0,1,0.4988
Congratulations on your loan approval!,0,celebratory,0,1,0.8017
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.9338
Protect your family's future with these life insurance options.,0,supportive,0,1,0.5181
Account 7449 has been closed due to inactivity.,1,direct,1,1,0.7852
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.6367
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.6621
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7505
"Merchant refund of $3,845.15 processed.",0,direct,0,1,0.4366
"Big win: Your investment portfolio is up by $3,583.36.",0,celebratory,0,1,0.7696
Profile update: Email address changed.,0,direct,0,1,0.4937
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.5173
